Contact,Description,Name,Social,Web_Address
,"The Blue Bean Coffee Co. is a coffee company based in Kent, specialising in producing some of the finest coffee’s in the world. Our coffee is sourced directly from selected Rainforest Alliance and Fairtrade growers across the world. We're passionate about providing our customers with superior tasting coffee, that's why we convection roast with a . Our Master roaster has 35 years of experience and was an integral part of developing this method of roasting. We have spent many passionate hours gaining valuable knowledge and information so that we have become experts in convection roasting. We can also produce own label bespoke coffee blends or single origin coffee's, just contact us today to discuss your needs.",The Blue Bean Coffee Co.,,http://www.thebluebeancoffee.co.uk
,"Red Bank Coffee Roasters is a speciality coffee roastery based on the banks of lake Coniston in the English Lake District. Our mission is to make high-quality speciality coffee readily available in and around the Lake District, to follow and promote ethical business practices, and to teach our customers how to prepare the perfect cup. We hope you enjoy drinking our coffee as much as we enjoy sourcing and roasting it for you.",Red Bank Coffee Roasters,,https://redbankroasters.com
,"Ethically Sourced, Seasonal coffee. Hand Crafted in Herefordshire. An independent company, we’re dedicated to sourcing, roasting and packing the world’s finest coffees. Originally set up to supply our regular market stalls, as well as a number of quality-focused independent local shops, delicatessens and cafes. You can now find our beans further afield at a range of outlets that share our passion for real coffee.",Method Roastery,,http://methodroastery.com
,"We are a coffee micro-roasting company crafting single origin specialty coffees and a cheeky Californian cafe for artisan, über fresh fusion fast foods.",Bean enCounter,,http://www.facebook.com/beanencounterltd
,"30 years ago Edgcumbes started on the kitchen table of founder Frank Rendle. Starting with an ancient Whitmee roaster, we added an old Probat and now we have a brand new Giesen housed in a converted Dutch Barn- we love them all! Edgcumbes have decades of experience – we source and roast coffee in small batches to the general public and have long-term relationships with many of our trade customers. As well as our factory shop, we supply a huge range of products (loose teas, speciality teas, barista kit ,etc) we have a thriving online business , we train, we service and supply kit. Edge Coffee Roasters, part of Edgcumbes, are a small Micro Roaster based near Arundel West Sussex roasting speciality Coffee. Twitter: @EdgeRoasters",Edgcumbes,,http://www.edgcumbes.co.uk
,Small independent coffee roasters & suppliers in Dundee. Providing a quality caffeine hit. Contact sales@tedbeans.com,Tedbeans,,http://www.tedbeans.com
,"Founded in 1994, World Coffees is located in the historic village of Lindfield, West Sussex. Under the guidance of owners Patrick and Jackie McGahan the business has grown substantially since its early days. Over the years we have picked up a number of awards and have even appeared on national television, featuring in ITV’s “Hungry Sailors” in March 2012. World Coffees supplies some of the South East’s most well know restaurants, hotels, delicatessens, and cafes, as well as a bourgeoning retail following. We are also extremely active within our local community, and over the years we have supported the Lindfield Arts Festival, the Cuckfield Local Produce Market, Lindfield Traders Association, and countless other charity fairs and community projects.",World Coffees Ltd,,http://worldcoffees.co.uk
,"Mr. Ronald Wilkinson of Norwich, England had a plan. Amidst the hullabaloo of the ‘modern world’ he saw something sadly lacking. That something was the good old fashion quality and service of British old world traders. The result was the 1972 grand opening of the finest shop for tea and coffee in East Anglia. The small building located on Magdalen Street in Norwich featured over 100 different teas and over 35 different of coffees. Wilkinson set himself and his shop apart by purchasing a small coffee roaster and roasting his world wide selection of beans in small batches in the back of his shop. Today, Wilkinson’s exotic coffees are still roasted daily in small batches for freshness.",Wilkinson's of Norwich,,http://wilkinsonsofnorwich.com
,Speciality Coffee Roaster - Coming Soon,Charlestown Coffee,,http://twitter.com/bradford_coffee
,"Established in 1902, Stokes Tea and Coffee is a fourth generation, family run business that roast splendid blends and single origin coffees for both wholesale and retail markets. They source, blend, roast, pack and distribute all under one roof in Lincoln using an eco-friendly ‘smart’ roaster. Our bespoke private label service means that we can roast and pack for other businesses, creating unique and original blends that are specific to our customer and only to them. We also run two of the busiest cafés and restaurants in Lincoln – Stokes High Bridge Café and Stokes Collection Café.",Stokes Tea and Coffee,,http://stokes-coffee.co.uk
,"Inverness based coffee roastery, roasting fresh every week and supplying the Highlands and Islands with their craft roasted, gourmet grade coffee requisites. Note that we travel to Wick in Caithness on the first Saturday of the month and man a stall in the Wick Farmer's market (9-4pm). Thanks.",Inverness Coffee Roasting,,http://invernesscoffeeroasting.co.uk
,"The Roast-Den are pioneers of micro-lot, fluidised bed roasted, bespoke coffee blends. They artisan roast small batches of coffee to order, ensuring our customers receive the freshest possible coffee, from the finest speciality grade beans.",The Roast Den,,http://www.roast-den.com
,Upperlands Coffee Company is a small family business run by Julie and John Henderson. They can be found every Saturday in St Georges speciality food market in Belfast and on the first Sunday of every month (through the summer) at Farmleigh Farmers Market in Phoenix Park Dublin.,Upperlands Coffee Company,,http://www.upperlandscoffeecompany.com
,Coffee shop and roastery - more than caffeine.,92degreescoffee,,http://www.facebook.com/92DegreesCoffee
,"For the Biscardi family, coffee is an art mastered over three generations in a journey started in Brooklyn, New York in 1903. The Biscardi blends are crafted in Naples following secret recipes prepared by Nonno Ferdinando utilising only the best Arabica and Robusta beans roasted on fire fed by hand chopped oak wood.",Caffe Biscardi 1903,,http://www.caffebiscardi1903.com
,Roasting speciality coffee in Kentish Town,THE DUKE COFFEE,,http://thedukecoffee.com
,"Grind is a London based independent, speciality coffee company, run by people who are genuinely passionate about serving great coffee, along with great customer service. All of our coffee is roasted daily in small batches, which allows us to be constantly sending freshly roasted coffee to all of our customers and to our cafes",Grind Roast Works,,http://www.grindcoffeelondon.com
,"Serving the coffee needs of the home, the community and businesses, the fine folk at Neighbourhood have scoured the world to bring the very best to your cup, or mug. We could drone on for hours about processing, logistics, markets and figures. We don’t because we just want you to enjoy our coffee. We worry about it, you drink it. A simple pleasure should never be complicated",Neighbourhood Coffee,,http://www.neighbourhoodcoffee.co.uk
,"At Cherry Picked Coffee, we carefully “cherry pick” the finest top grade coffee from around the world especially for you! We absolutely love every coffee that we have picked and we are confident that whatever you choose, it will taste delicious. In a nutshell we simply sell good, honest coffee!",Cherry Picked Coffee,,http://cherrypickedcoffee.co.uk
,"Our coffees are 100% pure Caffea Arabica varietals from Fairtrade, UTZ, TechnoServe, Rainforest Alliance Certified and other socially and environmentally audited farms and co-operatives. We also distribute Fracino espresso machines - Made in England, these are the most powerful espresso machines in their class. Situated in York, we offer free delivery within the boundaries of York Unitary Authority for all customers. Our hand-roasted speciality coffees are available for wholesale / trade customers",Mariners Coffee,,http://www.marinerscoffeemerchants.co.uk
,"Black Sheep was started by a group of coffee-loving friends who decided to leave the herd behind and stay awake for the rest of their lives. To do that they needed to develop a natural coffee that had enough caffeine to satisfy their appetite for life, a blend that would consistently deliver a smooth and full-bodied flavor to ensure they would never again have to drink average-tasting coffee",Black Sheep Coffee,,http://www.leavetheherdbehind.com
,"We roast carefully selected single origin coffees, selling these as well as a few choice blends. Our coffee is pure (no added flavours) some are fair trade and also organic. All our coffee is roasted fresh to order, ensuring we bring you the freshest coffee possible.",Real Deal Roasters,,http://www.realdealroasters.co.uk
,"With more than 150 years of expertise Julius Meinl has been able to perfect every single step of the supply chain, resulting in coffees of undoubted premium quality – we only offer the best of the best. Our coffees are carefully selected in the world's finest regions, purchased directly from farmers through personal contact and processed in a gentle manner so that only the freshest and fullest aroma reaches your cup",Julius Meinl UK,,http://www.meinlcoffee.com/uk/uk/julius-meinl.html
,Our coffees are Artisan Roasted in Brading by Peter. He uses high quality single origin arabica beans from around the world. Each coffee is roasted to bring out its natural flavour and characteristics. We do not dark roast since this destroys the natural sugars leading to a bitter bland coffee. We use a retro lever machine to pull espressos that are simply delicious!,Jasper's Coffee,,http://jasperscoffee.co.uk
,"Roasting & serving great coffee, delicious homemade baking and gourmet breakfasts, with friendly customer service",Grind Coffee Bar,,http://grindcoffeebar.co.uk
,"We are a small-batch, artisan coffee roaster located in Sheffield, South Yorkshire. We work hard to source the best green coffee available, direct from growers and certified whenever possible. We have an intense focus on quality, freshness and customer service. Whether you want to enjoy the nuances of an exquisite single-origin estate coffee, or prefer the unique character of a special blend, we have a coffee that’s guaranteed to please",Smith Street Coffee,,http://smithstreetcoffeeroasters.co.uk
,"We are FINCA, an independent coffee shop based at DT1 1UF. All the coffee we serve & the beans we sell are roasted in house by hand on our small batch roaster",FINCA,,http://fincacoffee.co.uk
,"Inspired by one of the world's most beautiful cities we've created a range of ground and whole bean coffees for every part of your week. Our beans come from some of Africa's very best coffee farms via a century and a half old family import firm. We roast in small batches in a wonderfully restored vintage coffee roaster and... then we deliver them, fast and fresh, right to your door.",Cambridge Coffee Co,,http://www.thecambridgecoffeecompany.com
,"We are the distributor of Gaggia and Ecaffe coffee but we also have a small roastery within our shop in Northampton - Blenders of Northampton, where we roast about 20 different blends of coffee. We have been there for about 25 years",Blenders,,http://www.gaggia.ecwid.com/#!/Blenders-of-Northampton/c/4378367
,"We're passionate about coffee, and we want you to enjoy every cup... so we source the finest organic fairtrade beans and carefully roast them to produce a rich flavoured coffee that goes down well at any time of the day.",Bullet Coffee,,http://www.bullet-coffee.com
,Delicious coffee freshly roasted for you - and we're carbon neutral too !,Footprint Coffee,,http://www.footprintcoffee.co.uk
,"Founded in 1979, Andronicas has established itself as a high quality coffee roaster, selling direct to the consumer, to shops throughout Europe and supplying our coffee shops in London and Peterborough with our signature 1849 blend. We work closely with plantations, using our own knowledge and their expertise to ensure that we always find the best quality beans. Our short supply chain cuts out the middle man, providing our customers with coffee of the highest quality",Andronicas Coffee,,http://www.andronicas.com
,"Micro Artisan Coffee Roasters & Coffee House Now located @ Bridge Rd Ind Est 8-5 Mon-Sat Crosby Coffee began early in 2013, an experiment turned hobby which soon spiralled into obsession. Freshly roast, finely ground and fantastically brewed coffee for anyone to enjoy - all done under one roof. After a few months of testing the product (the good part) the business grew and the investment of more time, training and machinery all followed. The decision was daunting yet very exciting as we knew we had a great product mixed with great work ethic.",Crosby Coffee,,http://crosbycoffee.co.uk
,Small batch coffee roaster located in North Wales. Rhostiwr coffi maint fychan yng Gogledd Cymru.,mug run roasting,,http://www.mug-run.co.uk
,"Specialty wholesale and retail coffee roaster, based in the beautiful West Yorkshire Pennines",Dark Woods Coffee,,http://darkwoodscoffee.co.uk
,"The Java Republic Mission has always been to share our passion for fresh, hand-roasted superior coffee – with a conscience.",Java Republic Roasting Company,,http://www.javarepublic.com
,"Welcome to Sasha House Petite, Dublin's first French/Slavic coffee & pastry bar based on Drury Street (just beside the carpark). We produce our own micro-roasted coffee to enjoy both here with us and in your own home",Sasha House Petite,,http://shpetite.ie
,"Cork Coffee Roasters is a Cork City based Coffee Company specialising in small-batch coffee roasting and espresso preparation, and espresso equipment.",Cork Coffee Roasters,,http://www.corkcoffee.com
,"We import high quality Arabica beans from around the world and hand roast them to meticulously draw out unique flavours. Since 2009, we have won 14 Great Taste Awards for our coffees",Pónaire Irish Handcrafted Coffee,,http://www.ponaire.ie
,"Since October 2011 all coffee throughout Tate has been sourced and roasted in house, operating out of our roastery in Herne Hill headed up by Benjamin Presland. It is available to buy online or in the Tate Modern and Tate Britain shops",Tate,,http://www.tate.org.uk/visit/coffee-by-tate
,"If you really love coffee, then you'll probably find that 3FE was built just for you. 7.30-5.30 Mon-Fri, 9-6 Weekends",3FE Coffee,,http://www.3fe.com
,"Artisan Coffee Roaster in South Lanarkshire - Scotland. We are a bunch of guys who are passionate about coffee. We endorse the true Italian coffee tradition. Call it a vision, a dream, a purpose: we want to offer great coffee and work with great people to achieve our goals",Ovenbird Coffee Roasters,,https://thecoffeeroasters.co.uk/collections/ovenbird-coffee-roasters-scotland
,Coffee experts. Tea addicts. Hot chocolate pushers. Oh and we love cakes too. Proud supporters of Fairtrade.,Bewley's Ireland,,http://www.bewleys.com
,Taylors means flavour - find out more at http://t.co/Cq2QlaIfTI,Taylors of Harrogate,,http://www.taylorscoffee.co.uk
,Independent coffee roastery located in @countercafe on the canal in Hackney Wick.,Counter Roastery,,http://thecountercafe.co.uk
,"With United Coffee, it’s the best cup of coffee every time, both in the home and out of the home. Quality coffee is our passion. We never stand still; we’re forward-thinking, innovative and streets ahead of the competition",United Coffee,,http://www.unitedcoffeeuk.com
,"Founded in 1886 in the world heritage city of Bath, England, Gillards has an outstanding reputation for selecting and supplying only the very best teas and coffees from all parts of the world.",Gillards of Bath,,http://www.gillards.co.uk
,"Nottingham based artisan roaster, dedicated to ethical trade, great design and exceptional tastes... NG1",Outpost Coffee Roasters,,https://thecoffeeroasters.co.uk/collections/outpost-coffee-roasters-nottingham
,"Friendly UK based retailer of fine Coffee Machines for the home, office and commercial businesses.",Bella Barista,,http://www.bellabarista.co.uk
,"East Sussex based coffee roaster dedicated to making speciality coffee more accessible. We roast ethically traded, fully traceable coffee beans by hand and in small batches to ensure a final product that delivers a full flavour and optimum balance.",Bean Smitten,,http://www.beansmitten.co.uk/
,READS COFFEE ROASTERS is an award-winning family run business specialising in the hand roasting of Single Estate Arabica coffees and our unique Espresso Blends,Reads Coffee,,http://www.readscoffee.co.uk/
,"Leicester based Tea & Coffee merchants and cafe bar serving & selling fresh roasted coffee & loose leaf teas. The best Deli in town, come & try it for yourself",St Martins Coffee,,http://www.stmartinscoffee.co.uk
,"Campbell & Syme was founded in 2012 by Joe Syme and Andy Prosser to provide quality coffee, roasted and prepared to the highest standards with much passion and care. We are open to the public for lovely coffee, simple in-house bakes and sandwiches Monday to Saturday till 14.00. We get roasting in the late afternoon and evenings!",Campbell & Syme,,http://www.campbellandsyme.co.uk
,"Bringing hand-picked and hand-roasted gourmet coffees from around the world to Wales. #Astoria Machines, #Mazzer Grinders, maintenance & training.",Jackson Green Coffee,,http://www.jacksongreencoffee.co.uk
,"Artisan coffee roastery, specialising in hand roasted Arabica coffees that connoisseurs and every day coffee lovers will relish. Tweets by the Moonroast team.",Moonroast Coffee,,http://www.moonroast.co.uk
,"Small batch coffee producer, serving the perfect cup of coffee, roasted on site",Gordon St Coffee,,http://www.gordonstcoffee.co.uk
,"We are a family run business, driven by a passion for real coffee. We import most of our products directly from the manufacturer, or, as in our Island Roasted Artisan Coffee, we produce it ourselves in our roastery!",The Isle of Wight Espresso Company,,http://www.iow-espresso.co.uk
,"W Martyn is a traditional and old-fashioned family business, established in 1897 and still going strong. As specialists in tea and coffee and retailers of fine foods, Martyn’s now bring quality products to your door across the UK with our online tea and coffee shop",W. Martyn,,http://www.wmartyn.co.uk/
,"The Coffee Company based in Torquay Devon, specialises in offering one of the most unique range of products and services available in the industry. Espresso beans, cafetiere and gourmet filter coffees from some of the Worlds finest growing regions",The Coffee Company - Torquay,,http://www.coffeecompanytorquay.com
,"Established in 2008, The Coffee Bean is an online coffee and coffee supplies store, an independent coffee roaster and mobile espresso bar based in Aberdare, South Wales",The Coffee Bean - Van & Roaster,,http://www.thecoffeebean-vanandroaster.co.uk/
,"Smiths are specialist coffee bean suppliers in the UK. We are delighted to offer our customers a comprehensive range of freshly roasted coffee beans from around the world. This includes single estate, speciality, Fairtrade and organic coffees as well as a wide range of blends to suit every occasion. A range of flavoured coffees and syrups are also available",Smiths Coffee Company,,http://www.smithscoffee.co.uk
,"We are coffee roasters and retailers with a long family tradition in the tea and coffee trade, dating back to 1891. It is important to us to source and roast the finest single origin and estate coffees. We also blend different coffees to suit different methods of coffee making. As coffee specialists we are fully aware of our responsibility to seek out the best coffees and to pay fair prices for that quality.",Roberts & Co.,,http://www.e-coffee.co.uk
,"Red Monkey Coffee sellers of fine coffees to the UK, traditionally hand roasted arabica coffee beans & a range of espresso machines & accessories all with free UK delivery",Red Monkey Coffee UK,,http://www.redmonkeycoffee.co.uk
,"Northern Tea Merchants' connections with the Tea & Coffee Trade date back to 1926. Since then, we have developed our knowledge and expertise in both the Tea and Coffee industry to a point where over 50 million cups of our own Tea and Coffee are drunk every year. We also contract-pack many tens of millions more on behalf of several other satisfied customers",Northern Tea,,http://www.northern-tea.com
,"Welcome to manxteaandcoffee.com. Manx Pack Ltd is a family run business situated in the Isle of Man. We import raw (green) coffee beans and only roast to order in our own roasting plant, so we can guarantee maximum freshness, taste and aroma from all our coffees",Manx Tea And Coffee,,http://www.manxteaandcoffee.com
,"We specialise in providing a coffee sourcing, roasting, private label and packing service to the Out of Home, Retail and Foodservice markets in the UK, Europe and Worldwide.",Lincoln & York,,http://www.lincolnandyork.com
,"Based in St Ives, Cambridgeshire, Jesters Coffee Roasters are wholesale coffee suppliers to the UK market, focussing on producing coffees of distinction and include some of the finest coffees and a variety of origins from Africa, South America, Central America and Asian countries",Jesters Coffee,,http://jesterscoffee.co.uk
,"We are a tea and coffee merchants based in West Somerset. Split between two sites we taste, buy, blend and pack our own brand of tea, 'Miles Tea', in Minehead. Our coffee is roasted, ground and packed in Porlock. Plus, we've got a factory shop at The Vale Yard in Porlock. We are a family run business with a passion for quality and service",DJ Miles,,http://www.djmiles.co.uk
,"A friendly espresso bar serving up freshly roasted coffee, the finest loose leaf teas and artisan chocolates. Our coffee which is freshly roasted on the premises is 100% Arabica and is sourced from high altitude, single estate properties from around the coffee producing world. Each carefully selected bean is roasted to its optimum flavour profile, representative of its origin.","Coffee, Chocolate & Tea",,http://coffeechocolateandtea.com
,We roast Organic and Fairtrade Coffee for Wholesale and Retail,Coffee Plant,,http://www.coffee.uk.com
,"We believe the perfect espresso coffee starts with the perfect espresso blend. Three generations and a lot of coffee later that is still the case. Est. 1929 in the heart of London's Soho, Angelucci coffee has been supplying its secret Espresso blend Mokital® to the world renowned Bar Italia as well as many other discerning cafes, restaurants and consumers",Angelucci Coffee,,http://angeluccicoffee.co.uk
,"Owner of coffee tasting club, online shop and mad dog.",Coffee Cavern - Eric Moore,,http://www.coffeecavern.co.uk
,LONDON - COFFEE - PEOPLE,T-A-P,,http://www.tapcoffee.co.uk
,Artisan roaster - small batch roasting gourmet coffee - classic Italian espresso fresh and delicious!,Caledonia Coffee,,
,"Visit our award winning cafe and bakery in Glasgow. We believe organic produce is better for the people who grow it, bake with it,cook it and eat it.",Tapa Organic Glasgow,,http://www.tapaorganic.com
,"Artisan Coffee Roasters, using traditional methods, Great Taste and Tatse of Dorset Award Winning Coffee, Hand Roasted by Roastmaster Nigel Green",The Dorset Coffee Company,,http://www.dorsetcoffee.co.uk
,"Retail Coffee and Tea | Online and In Store | 627 Ecclesall Rd, Sheffield | email: shop@pollards.com | Est. 1879",Pollards Shop,,http://www.pollardscoffee.co.uk
,"Liverpool's premier coffee roaster, hand roasting quality beans from all over the world, and supplying exclusive blends to the city's most popular venues.",Joe Black Coffee,,http://www.joeblackcoffeeandtea.co.uk
,the one with the beard and the glasses,mr_eion,,http://facebook.com/mreionltd
,Coffee Roaster from Stafford who lives coffee,Hasbean,,http://hasbean.co.uk
,"Square Mile Coffee Roasters is a multi award winning coffee roasting company based in East London. It was founded by two people with a collective 19 years of experience in the coffee industry, spanning from barista work, machinery support and coffee training to import, cupping and roasting and has grown to be a team of 12 talented coffee professionals, with a wealth of experience and passion for what we do.",Square Mile Coffee,,http://www.squaremilecoffee.com
,"A small, family-run traditional coffee roastery based in ashford. Looking to work with new companies and supply everyone with our freshly roasted coffee.",CoffeeBeanShop,,http://www.coffeebeanshop.co.uk
,"Northern Ireland based coffee roaster. Roasting the finest coffee, supplying quality machinery and providing the best support",Ristretto Coffee,,http://www.ristrettocoffee.com
,"Newcastle's only Family-Run Independant Coffee Shop, Roasterie & Barista Trainers since 1750. Best UK Espresso 2012 (BSA) Best UK Cappuccino 2013 (BSA) 5* Award. 2012,13 (BSA) UKBC Semi Final x 3",Pumphrey's Coffee,,http://www.pumphreys-coffee.co.uk
,Coffee Real is a specialty coffee roaster focused on roasting top quality coffee to inspiring standards of perfection.,Coffee Real Ltd,,http://www.coffeereal.co.uk
,People need at least one excellent coffee a day.,Red Roaster,,http://redroaster.co.uk
,"Established 2009. Independent and expanding coffee company based in Birmingham. Proud of our coffee, staff and food!",Urban Coffee Company,,http://www.urbancoffee.co.uk
,"The Coffee Compass is a specialist gourmet coffee roastery. We roast, we drink, we LIVE coffee!",Coffee Compass,,http://www.coffeecompass.co.uk
,"Specialty coffee roasters with cafes at 26 Hanbury St, E1 6QR and 19 Soho Square, W1D 3QN",Nude Coffee Roasters,,http://www.nudeespresso.com
,Coffee roaster. Online - Beverley Market - Humber Street Market - Wholesale,The Blending Room,,http://www.theblendingroom.co.uk
,"Hand Selected, Hand Roasted, Hand Packed That's the Small Batch Handshake",Small Batch Coffee,,http://www.smallbatchcoffee.co.uk
,"Coffee Roaster dreaming of Ethiopia. Looking for the Spark. I don't want to set the World on Fire, I just want to light a Flame in your Heart…",J. Atkinson and Co.,,http://www.thecoffeehopper.com
,"Coffee roaster of specialty grade Arabica, perfectly crafted on ‘Betty’, our 1955 cast iron vintage drum roaster by UKBC Cup Tasting Winner 2011, David Faulkner",Extract Coffee,,http://www.extractcoffee.co.uk
,"Exquisite coffee, ethically sourced, artisan roasted. Tweets mainly by Steven and Jeremy, roast masters",Union Hand Roasted,,http://www.unionroasted.com/
,"A boutique roasters and coffee consultancy based in historic York. Daily roasted coffee, loose teas and more!Order online. Tweet me with your coffee queries!",York Coffee Emporium,,http://www.yorkcoffeeemporium.co.uk
,"Web shop selling blended, single origin, decaf and flavoured coffees with high quality accessories. We do wholesale too.",Glenfinlas Coffee,,http://www.glenfinlascoffee.com
,"One of the UK's most trusted coffee service providers, servicing over 18,000 customers nationwide, with freshly roasted coffee, and other beverage items...",Garraways Coffee,,http://www.garraways.co.uk
,The South West's answer to exceptional coffee roasted and loved by professionals daily!,James Gourmet Coffee,,http://www.jamesgourmetcoffee.com
,"''A passionate coffee roaster and tea blender in the Heart of London Since 1936 '' - Wholesale, Retail, Mail Order and Export. @DruryPyramids",Drury Tea & Coffee,,http://www.drurycoffee.com
,Bringing our love and passion for #Ethiopian #Coffee to you in #London! • Great dedication • Great quality • Great taste •,The Ethiopian Coffee Co,,http://www.theethiopiancoffeecompany.co.uk
,Coffee roaster dedicated to unique single origin coffees and espresso. Both certified and specialty coffees supported by equipment and barista training.,Grumpy Mule Coffee,,http://www.grumpymule.co.uk
,East Anglia based speciality food company with an emphasis on high quality Coffee & Tea.,Butterworth & Son,,http://www.butterworthandson.co.uk
,Delighting Kent with our traceable coffees which we profile roast on our small batch roaster here in Whitstable.,Red Cherry coffee,,http://www.redcherrycoffee.co.uk
,We're the UK's first & only wood powered artisan coffee roastery. Supporting baristas and industry frontrunners with the latest La Marzocco espresso technology.,Ue Coffee Roasters,,http://www.uecoffeeroasters.com
,"Australian, Micro Coffee Roaster, est 2008.",Badger & Dodo,,http://www.badgeranddodo.ie
,"Direct Trade, Hand Roasted, Ipanema Espresso",Cafe Boutique,,http://www.cafeboutique.co.uk
,a speciality coffee micro roastery & retailer,Astrora Coffee,,http://www.astrora.co.uk
,"Coffee Roaster and Espresso Machine Specialists - UK Sole Importers of Fabbri Syrups , Sauces, Mixy Fruit and Amarena",Coffee World,,http://www.coffeeworld.org
,"Bailies Coffee Company was founded in 1993 by Russell Bailie, who recognised the growing demand for quality freshly roasted and traceable coffee amongst an increasingly knowledgeable consumer base in the UK and Ireland. The company has since earned industry recognition for its commitment to supplying only the finest, freshest, hand-roast coffee and has supplied espresso beans to two of the last four Irish Barista Champions.",Bailies Coffee,,http://www.bailiescoffee.com
,"South London based coffee roasters and purveyors of the finest coffee this side of Thames. Shops in Brixton Village and on Brighton Tce, SW9.",Federation Coffee,,https://federation.coffee
,artisan coffee company hand roasting the most beautiful & exclusive coffees in the world,Workhouse Coffee &Co,,http://workhousecoffee.co.uk
,"We roast coffee from single farms, estates and cooperatives. When we taste a coffee that we like, we want to know where it comes from and who grows, picks and processes it",Monmouth Coffee,,http://www.monmouthcoffee.co.uk/
,Personalised fresh coffee blends for discerning individuals. Convert to us today and get your first box half price with code: 8PT9HALF,eightpointnine,,http://www.eightpointnine.com
,"Choose your favourite blend of coffee beans, have them roasted to order and delivered to you in 24 hours.",Newbeans Coffee,,http://www.newbeans.co.uk
,"We slow Hand Roast Gourmet Arabica Coffees in small batches each week.We produce fine Chocolate products, Importers of Fine Ceylon Teas",DEEPmills Suffolk,,http://www.deepmills.co.uk
,Scotland's original coffee roaster & tea blender since 1841,Thomsons Coffee,,http://www.thomsonscoffee.com
,"We first ran into fresh coffee whilst working in Japan about ten years ago, a guy opened a small roasters near our station and after a month of peering wonderingly through the window we went in.... Now, for us, it is all about the cup of coffee you make at home. At the kitchen table is where we want to be judged, your pleasure is our business. To ensure your experience we insist upon quality, freshness and a fair deal for farmers.",Two Day Coffee,,http://twodaycoffee.co.uk/
,Freshly ground coffee and coffee-beans & speciality teas. Sold via website and at Farmers Markets throughout the Midlands. Based in Wolverhampton,Beans and Leaves,,http://www.beansandleaveswolves.co.uk
,Roasting IN-STORE daily selling some of the freshest coffee in the world.Family experience since 1925 .,Ismail Coffee & Tea,,http://www.ismail.co.uk/
,"Artisan Coffee Roaster based in Devon, serving awesome award winning coffee since 2009. Lovers of great local food & Coffee obviously ;-)",Coffee Factory,,https://thecoffeeroasters.co.uk/collections/coffee-factory-devon
,I am an artisan coffee roaster wanting to spread the word about my company Home Ground Coffee Ltd. We roast brilliant ethically sourced single origin coffees.,Home Ground Coffee,,http://www.homegroundcoffee.co.uk
,"A family run artisan coffee business in Dorset dedicated to developing, distributing and making fine coffees from around the world.",918 Coffee,,https://thecoffeeroasters.co.uk/collections/918-coffee-co-dorset
,Coffee roaster located high up in the hills of couny Meath. We do really good coffee and i tend to dance around the roastery alot .,Ariosa coffee,,http://www.ariosacoffee.com
,"Micro-roasters offering freshly roasted gourmet coffee to the independently minded people of Wadebridge, Cornwall, and beyond!",Hands-On Coffee,,http://www.hands-on-coffee.co.uk
,"Hot Numbers independent coffee-house & single origin roastery. Open daily 7:30am-6pm Thurs/Fri/Sun till 10pm. Proper coffee, Live music, Real piano!",Hot Numbers Coffee,,http://www.hotnumberscoffee.co.uk
,Kimbo in the UK are here to promote the finest Italian espresso from Naples at home and your favourite coffee shop/ restaurant! We love espresso.,Kimbo UK,,http://www.kimbo.co.uk
,"Speciality Coffee Roasters and Coffee lovers !!! We supply on a weekly basis freshly roasted coffee beans to cafe's, delis and businesses across Hampshire and surrounding areas. We source and roast some of the finest seasonal speciality grade coffee beans.",Hampshire Coffee Co.,,http://www.hampshirecoffee.co
,"Volcano Coffee Works is a small batch roastery in South London, providing consistently excellent blends & single origins of craft roasted specialty coffee.",Volcano Coffee Works,,http://www.volcanocoffeeworks.com
,"SE London coffee roasters and mobile brewers. Based at @BrockleyMarket, every Saturday, rain or shine.",Dark Fluid Coffee,,http://darkfluid.co.uk
,"Hand crafted, ethical coffee. Owens coffee is hand roasted in the beautiful South Devon town of Modbury. We love our home, good food & great coffee!",Owens Coffee,,http://www.owenscoffee.com
,Monsoon Estates is a small artisan micro coffee roastery based near Stratford upon Avon. We hand roast small batches of coffee in a relentless quest to find the perfect cup of coffee. We know it's not possible of course but it's a journey of discovery and we're always getting closer.,Monsoon Estates,,http://www.monsoonestates.co.uk
,"Coffee roaster, barista, trainer, product developer & taste enthusiast. Cheese, cocoa, craft beer, rum & outsider/lowbrow art. UKBC judge. You can call me Jamie",Roast Mortem,,
,Serious about Sicilian coffee.,Caffe Ginevra UK,,http://www.caffeginevra.co.uk
,"Coffee Roasters and Tea Merchants in Blackburn, Clitheroe, Skipton and Todmorden. The secret of great coffee is its freshness!",Exchange Coffee Co.,,http://www.exchangecoffee.co.uk
,Pop in and see us in our thriving roastery / cafe in Cirencester or order from our single origin and blends collections online. We supply retail and wholesale.,Rave Coffee,,http://www.ravecoffee.co.uk
,"Coffee roasters based in Glasgow, Scotland. More words on our Facebook: http://t.co/4gMx4chvUS",Matthew Algie,,http://www.matthewalgie.com
,"Established in 1942 we are a third generation speciality tea and coffee merchants with a shop in Duke Street, Mayfair, London W1.",HR Higgins Ltd,,http://www.hrhiggins.co.uk
,Coffee roasters in Manchester with a heart for the farmers in Africa who grow our wonderful 100% arabica beans. We roast to order for businesses and homes.,tankcoffee,,http://tankcoffee.com
,Your local Speciality Coffee Roasters Winner of the CN Group New Business of the Year Award 2013,Carvetii Coffee,,http://www.carvetiicoffee.co.uk
